feature,class_label
"[-0.00049306 -0.00193942 -0.00309019 ...  0.00159225  0.00241424
  0.00399222]",right
"[-0.00143113 -0.00206589 -0.00217495 ... -0.00169953 -0.00153433
 -0.00131241]",right
"[ 6.9255407e-07 -9.0103532e-07  5.1668007e-07 ...  7.0730307e-06
  7.8876604e-07  1.4913330e-07]",right
"[-0.00186403 -0.00251215 -0.00203216 ... -0.00093546 -0.00080677
 -0.00066554]",right
"[-5.6602717e-06  1.3856360e-05  9.5908530e-05 ... -4.4463912e-05
 -2.3633185e-05 -1.8172144e-05]",right
"[-2.60503839e-05  4.69592400e-04  3.36659024e-04 ...  7.09001106e-05
  6.38987331e-05  1.00627385e-05]",right
[0.0007096  0.00143148 0.001499   ... 0.00135496 0.0012513  0.0012147 ],right
"[-0.00141713 -0.00287732 -0.0042466  ...  0.00098502  0.0014026
  0.00119344]",right
"[-0.00177102 -0.00268609 -0.00266423 ... -0.00084948 -0.00072061
 -0.00148504]",right
"[ 3.6347301e-05  7.0121896e-05  7.4386277e-05 ... -9.4976922e-06
  2.7861984e-06  1.9336754e-05]",right
"[-0.00667007 -0.00980058 -0.00905706 ...  0.0143569   0.01402115
  0.01359881]",right
"[ 1.7153154e-04  3.5441617e-04  3.5623135e-04 ... -1.5277811e-04
 -9.0367270e-05  1.2360423e-04]",right
"[-1.5882479e-02 -2.1433992e-02 -1.9579086e-02 ...  8.2007420e-05
  1.4974645e-04 -2.3411712e-04]",right
"[-5.3978678e-05 -6.5794324e-05 -5.7675978e-05 ...  7.4369885e-04
  6.1040488e-04 -5.4723298e-04]",right
"[-7.8466990e-05 -1.0052554e-04 -8.2336999e-05 ...  6.8528741e-04
  3.8235405e-05 -5.6271133e-04]",right
"[-2.4858124e-05 -1.0466051e-05  1.0382375e-05 ...  4.7041049e-05
  4.7595047e-05  3.6103225e-05]",right
"[ 0.00303974  0.00397754  0.00326062 ... -0.00080685 -0.00104775
 -0.00140181]",right
"[ 0.00124151  0.0018377   0.00144674 ... -0.00097477 -0.00100172
 -0.00095067]",right
"[8.7119501e-05 1.4158967e-04 1.9396759e-04 ... 1.2483697e-04 1.0121459e-04
 2.2504671e-04]",right
[0.00056356 0.00131685 0.00133432 ... 0.00478359 0.00431528 0.00447961],right
[0.00113095 0.00161624 0.00150669 ... 0.00048529 0.00037449 0.00012091],right
[0.00169916 0.00275121 0.00340519 ... 0.00140685 0.00140293 0.00130591],right
"[5.2225299e-04 6.1604241e-04 7.4858824e-04 ... 7.4695978e-05 5.7801179e-05
 1.3428614e-04]",right
"[ 3.2854013e-04  4.7802104e-04  2.1134308e-04 ... -1.2432854e-04
 -8.3447223e-05 -1.0113980e-04]",right
"[ 0.00051913  0.00135702  0.00162997 ... -0.00073087 -0.0009039
 -0.00112347]",right
"[ 0.03573377  0.06613995  0.06081908 ...  0.001281    0.0006959
 -0.00085998]",right
"[ 2.3204379e-06  2.8623003e-06 -2.3405169e-05 ...  5.9408662e-06
  2.9582656e-05  1.0967376e-05]",right
"[ 3.4492025e-08  2.8616077e-08 -3.0346985e-08 ...  2.5047507e-06
  2.0441848e-06 -3.4409200e-06]",right
"[ 1.6430014e-06 -9.9918373e-07 -4.9230590e-07 ... -2.0843925e-07
 -5.9699181e-07 -6.2813626e-07]",right
"[ 0.01146198  0.01825579  0.01455104 ... -0.00131437 -0.00260106
 -0.00139515]",right
"[-0.00031894  0.00123076  0.00103478 ...  0.00441999 -0.00172688
 -0.00512508]",right
"[ 0.00304029  0.00553615  0.00657227 ... -0.00181486 -0.00232888
  0.00187856]",right
"[-1.3648254e-04 -1.9545123e-04 -1.3711018e-04 ...  9.8258439e-05
  1.1634278e-04  1.3903584e-04]",right
"[-2.3574730e-06  8.7248904e-05  2.0036064e-04 ...  3.6009740e-05
  2.7749369e-05 -8.1437493e-06]",right
"[ 5.0866962e-05  3.0431906e-03 -3.6003098e-03 ... -6.6668428e-05
 -4.1873031e-05 -3.8289359e-06]",right
"[-0.00074621 -0.00119406 -0.00053818 ...  0.00045635  0.00083736
  0.0005872 ]",right
[0.00040098 0.00044642 0.00048786 ... 0.00041317 0.00050942 0.00043599],right
"[-0.00042023 -0.00055166 -0.0004037  ... -0.00046999 -0.00032425
 -0.00026791]",right
"[ 0.0001321   0.00021061  0.00024178 ... -0.00021753 -0.00018966
 -0.00014612]",right
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.8292259e-06
 -1.4447471e-06 -9.7312122e-06]",right
"[-2.4019248e-05 -3.2817457e-05 -3.3157958e-05 ... -1.3293341e-05
  3.7618662e-07  4.3800097e-05]",right
"[-0.00935615 -0.01377426 -0.00086998 ...  0.0032873   0.00295149
  0.00291553]",right
"[-1.6903148e-06 -4.7106168e-05 -9.0721267e-05 ... -1.6750131e-05
 -5.4228647e-05 -3.8828744e-05]",right
"[ 5.2150750e-05  4.6249137e-05 -6.4649234e-06 ...  1.4263262e-03
  1.8025574e-03  2.0273200e-03]",right
"[-5.0546085e-05 -4.1444506e-05 -2.5706986e-05 ... -9.1162050e-04
  5.7004840e-04  1.3023848e-03]",right
[0.00079804 0.00121005 0.00126334 ... 0.00012782 0.00017896 0.00022207],right
"[-3.9648172e-04 -5.3079909e-04 -4.6353505e-04 ...  2.1074647e-04
  1.3678250e-04  7.4991447e-05]",right
"[ 0.00059078  0.00103909  0.00125786 ... -0.00051164 -0.00069677
 -0.00087791]",right
[0.00247001 0.00473787 0.00601328 ... 0.00051236 0.00068741 0.00062133],right
"[-0.00085254 -0.0010675  -0.00095537 ...  0.00027396 -0.00023177
 -0.0010036 ]",right
"[-1.3719124e-05 -1.0680308e-04 -3.3082723e-04 ...  3.7500291e-04
  3.6072353e-04  3.1208040e-04]",right
"[-1.2143626e-02 -1.6257990e-02 -1.4968665e-02 ... -5.6749565e-04
  1.0571417e-05 -1.8471970e-04]",right
"[ 0.00410726  0.00560372  0.00500971 ... -0.0024782  -0.0028329
 -0.0028651 ]",right
"[ 0.01690414  0.02144876  0.01790615 ... -0.01393567 -0.01343746
 -0.01300862]",right
"[-0.00036388 -0.00138878 -0.0002422  ... -0.00031723 -0.00023992
 -0.00018889]",right
"[-1.2414847e-03 -1.1213173e-03  1.1462289e-03 ... -3.4255831e-05
 -2.0342878e-04 -7.3498103e-04]",right
"[-0.00128121 -0.00263956 -0.00351506 ... -0.00088343 -0.00036583
 -0.00045438]",right
"[-0.00594111 -0.00813557 -0.00719858 ... -0.00311019 -0.00366136
 -0.00357405]",right
"[-7.2317966e-06 -3.9472252e-05  3.9489176e-05 ...  3.1861415e-05
 -9.5246151e-06  7.3127575e-07]",right
"[-9.8469944e-05  8.0903905e-05  2.4759097e-04 ... -1.2292717e-04
 -1.0975888e-04 -6.9051814e-05]",right
"[ 0.00965841  0.01667417  0.01405954 ... -0.00492599 -0.00444435
 -0.00396569]",right
"[-2.52516438e-05 -5.38174172e-05 -1.01480495e-04 ... -1.09865814e-05
  4.29120746e-06 -2.18477217e-05]",right
"[-0.00034069  0.00023616  0.00078185 ...  0.00044751  0.00027053
  0.00024905]",right
"[-0.00138288 -0.00221019 -0.00189818 ... -0.00027479  0.00010439
  0.00024087]",right
"[ 0.00153395  0.00276072  0.00285192 ... -0.00089827 -0.00087688
 -0.0008631 ]",right
"[-1.7960090e-04 -2.7628359e-04 -3.1974463e-04 ...  3.6948916e-04
  2.5566362e-04 -1.6311680e-05]",right
"[ 3.9343340e-05  1.3853559e-04  1.2517255e-04 ...  1.2172312e-02
  1.5436383e-02 -3.0437836e-03]",right
"[-3.6445435e-04 -5.2236463e-04 -6.1795919e-04 ...  1.4058138e-04
  8.1635990e-05  2.1229238e-04]",right
"[-1.3086865e-05 -1.6419463e-05 -1.8308616e-05 ...  4.1526000e-05
  4.9832906e-05  3.9828774e-05]",right
"[ 0.00141824  0.00193578  0.00185985 ... -0.00315422 -0.00307444
 -0.00246603]",right
[0.00030657 0.00115461 0.00214111 ... 0.00131223 0.0030178  0.00482984],right
"[-0.00155839  0.00166616  0.00101459 ...  0.00143595 -0.00064078
 -0.00133114]",right
[0.00015755 0.0025982  0.00520669 ... 0.00558804 0.00669977 0.00678363],right
"[ 2.0858776e-03  2.4306602e-03  9.7544189e-04 ... -5.6925771e-04
 -1.9735478e-04  1.0081762e-05]",right
"[ 0.00236523  0.00456423  0.00604123 ...  0.00468709  0.00210053
 -0.00194105]",right
"[ 1.0817521e-04  8.4686304e-05  4.8672147e-05 ...  3.2037748e-03
  2.2650161e-03 -5.7279709e-04]",right
"[ 2.8168266e-05  5.8364829e-05  6.3168918e-05 ...  2.1609656e-05
 -9.1615983e-04  2.3862882e-05]",right
"[ 2.3389381e-05 -1.5531568e-05 -4.2509186e-05 ...  1.7798245e-03
  1.9224972e-03  2.1042277e-03]",right
"[-0.00028153 -0.00057332 -0.00067054 ...  0.00019283  0.00019989
  0.0001666 ]",right
"[-3.6376794e-05 -1.6325968e-04 -1.8066427e-04 ... -2.1435697e-04
 -4.0724041e-04 -4.0961744e-04]",right
"[-4.9093527e-05  2.1283124e-05 -3.2658438e-05 ...  9.9532466e-05
  1.1604800e-04  1.4954865e-04]",right
"[8.2773025e-05 1.6607478e-04 2.4313705e-04 ... 3.9337803e-05 7.6874625e-05
 8.3857441e-05]",right
"[ 5.0191279e-04  7.2064705e-04  7.3994236e-04 ... -1.6167549e-03
 -6.7280656e-05  2.7416970e-03]",right
"[-4.9093527e-05  2.1283124e-05 -3.2658438e-05 ...  9.9532466e-05
  1.1604800e-04  1.4954865e-04]",right
"[8.7194741e-05 2.6068595e-04 3.9628617e-04 ... 1.8070934e-04 1.2342383e-04
 1.7834413e-04]",right
"[-0.00044273 -0.00078614 -0.00082055 ...  0.00793095  0.00782003
  0.00757533]",right
"[-0.00369969 -0.0093914  -0.0115344  ...  0.00584821  0.00584793
  0.00692378]",right
[0.00374171 0.00869979 0.01315726 ... 0.00781935 0.00862976 0.00833795],right
"[ 0.00067767  0.00101315  0.00112184 ... -0.00146302 -0.00099368
 -0.00030624]",right
"[-0.00087114 -0.00092804 -0.00048746 ...  0.00154628  0.00137896
  0.00105961]",right
"[-0.00112847 -0.00266722 -0.00370362 ... -0.0005293  -0.00069398
 -0.00081315]",right
"[-0.00438055  0.03773271  0.08005033 ...  0.00222646  0.00070224
 -0.0014686 ]",right
[0.0047925  0.00662884 0.00623511 ... 0.00463718 0.00422866 0.00423503],right
[0.00211882 0.00285745 0.00327611 ... 0.00134743 0.00118833 0.00082076],right
[0.0032527  0.00424308 0.00362002 ... 0.00198884 0.00183721 0.00185304],right
"[ 3.9745109e-06  1.6438951e-04  3.4051479e-04 ... -6.4773421e-04
 -5.7247729e-04 -4.4592476e-04]",right
"[-0.00103215 -0.00250921 -0.00203054 ...  0.0027362   0.00289317
  0.00279188]",right
"[ 1.7454350e-04  4.9269729e-04  6.8663154e-04 ... -1.3604383e-04
 -1.3965648e-04 -2.5113535e-05]",right
"[ 2.9254796e-05  3.8902064e-05 -8.8518455e-06 ... -2.1947983e-05
 -3.4982320e-05  4.8159941e-06]",right
"[1.1222586e-04 2.1172810e-04 1.9438766e-04 ... 5.4441287e-05 8.5429376e-05
 8.8197427e-05]",right
"[-4.9983400e-06 -7.3512412e-05 -1.1009103e-04 ... -5.0651096e-04
 -5.7654938e-04 -4.6542400e-04]",right
"[-0.00030969 -0.00152265  0.00040388 ...  0.00097862  0.00103798
  0.0008547 ]",right
"[ 0.00043937  0.00066985  0.00077186 ... -0.00237941 -0.00253957
 -0.00238113]",right
"[-1.07720065e-04 -1.31584296e-04 -8.90593801e-05 ...  2.35730171e-04
  2.72792240e-04  2.72046600e-04]",right
"[ 9.9857687e-09  3.4869721e-08  4.9853622e-08 ... -4.6335513e-06
 -5.8185519e-06 -1.5881341e-06]",right
"[-5.1167683e-04 -5.4711738e-04  3.9384339e-04 ... -7.6011427e-05
 -2.3489199e-03 -3.5596555e-03]",right
"[ 6.5306034e-05 -1.9599913e-05 -3.1707063e-04 ... -7.0633971e-05
  2.1386986e-04  4.2315235e-04]",right
[0.00135555 0.00232101 0.00179896 ... 0.0015122  0.0021988  0.001881  ],right
"[-2.1505743e-04 -3.3881652e-04 -3.1972188e-04 ...  1.7067538e-04
  8.1323684e-05  1.1704740e-04]",right
"[-0.0001561   0.00012423  0.00047794 ...  0.0838383   0.08073368
  0.07602556]",right
"[ 0.0001224   0.00018974  0.00040039 ... -0.00781811 -0.01103506
 -0.01315147]",right
"[-8.8229608e-05 -3.9507222e-04 -5.1511580e-04 ... -3.7990594e-05
 -5.8457008e-05 -6.6518210e-06]",right
"[-0.00200939 -0.00294685 -0.00285062 ... -0.00136374 -0.00134345
 -0.00131236]",right
"[ 4.8940023e-04  1.2126877e-03  1.4537566e-03 ... -7.1000512e-04
 -1.8693827e-04  5.5961613e-05]",right
"[-0.01107544 -0.02072712 -0.01967953 ... -0.01005792 -0.00926888
 -0.00914047]",right
"[-3.7909653e-05  1.6369720e-03 -1.9650813e-03 ... -7.3701153e-03
 -6.6316067e-03  8.1933467e-03]",right
"[-5.0458613e-05 -5.2162335e-04 -6.6839776e-04 ...  3.7105923e-04
  2.0151722e-04  6.6285742e-05]",right
"[-5.1851177e-05 -1.5508920e-04 -4.3748895e-04 ... -1.0933861e-03
  3.3393884e-03  1.9103676e-03]",right
"[-0.01922022 -0.03465004 -0.03008811 ...  0.01939517  0.01604618
  0.0132229 ]",right
[0.01701107 0.02190492 0.01864691 ... 0.026535   0.02692367 0.02719029],right
"[-0.01751876 -0.0225159  -0.01919805 ...  0.00247015  0.00268434
  0.00302054]",right
"[-0.00190869 -0.00248322 -0.00202775 ...  0.00195831  0.00170246
  0.00139043]",right
"[ 6.8255590e-04 -3.9876788e-05 -7.0784759e-04 ...  7.8621237e-03
  7.6561291e-03  7.6282197e-03]",right
"[ 5.5661250e-05 -2.7519226e-04 -6.8003678e-04 ... -2.2148585e-03
 -2.4458948e-03 -2.5290987e-03]",right
"[-4.7611212e-04 -8.1143080e-04 -6.5936835e-04 ... -4.2274018e-04
  1.9761934e-05 -5.7641783e-04]",right
[0.00183759 0.00356593 0.00333354 ... 0.00058487 0.00038646 0.0002275 ],right
"[ 1.69508843e-04  2.62527465e-05 -9.12432733e-05 ...  1.14287766e-04
  1.01986428e-04  9.49854148e-05]",right
[0.00990364 0.0164105  0.01416035 ... 0.00385538 0.00408037 0.00412207],right
"[ 1.4816652e-04  3.4676291e-04  1.0803010e-04 ... -8.0411322e-05
 -2.4883604e-05 -7.6232741e-06]",right
"[-0.00092277 -0.00117678 -0.00035902 ... -0.00136792 -0.00272495
  0.00056539]",right
"[-7.2583143e-06 -1.0032227e-04 -1.4112535e-04 ...  5.6875433e-05
  2.3939943e-05  1.5606951e-05]",right
"[ 1.9371061e-04  2.8548919e-04  2.6100216e-04 ... -2.0766661e-04
 -1.5703753e-04 -9.1475267e-05]",right
"[ 0.00012156  0.00064784  0.00107457 ... -0.00034838 -0.0003738
 -0.00021758]",right
"[-0.02568339 -0.03682354 -0.03733953 ...  0.02140129  0.01472909
  0.00800432]",right
[0.00222682 0.0038977  0.00495059 ... 0.00162046 0.00097144 0.00021771],right
"[ 0.0026887   0.00400771  0.00368493 ... -0.00324701 -0.00377527
 -0.00409315]",right
"[-0.00096912 -0.00120025 -0.00078262 ...  0.00121408  0.00158325
  0.00171909]",right
[0.00487963 0.01069322 0.01274879 ... 0.00248983 0.00215812 0.00072713],right
"[ 0.000201    0.00239426  0.00555223 ... -0.00357841 -0.00263757
 -0.00291458]",right
"[ 0.00151255  0.00235483  0.00276224 ... -0.00145029 -0.00157997
 -0.00142046]",right
"[-0.0030544   0.02546077  0.05919437 ...  0.01257901  0.01334544
  0.014109  ]",right
"[ 2.94002774e-07  4.29679687e-07 -9.93015647e-07 ... -1.19050675e-07
  2.33525293e-06  1.05973095e-06]",right
"[-1.5419120e-07  9.5976759e-08 -3.6410341e-10 ...  6.1591714e-07
 -2.4776525e-06 -4.2626343e-06]",right
"[ 2.6645013e-05  7.6837692e-05  1.2159014e-04 ... -6.9806483e-05
 -6.9498470e-05 -1.8504970e-05]",right
"[-2.57348929e-05 -5.26663498e-05 -8.12439757e-05 ... -1.15179115e-04
 -1.09099783e-04 -1.01436453e-04]",right
"[ 2.4511113e-05 -1.2154664e-05 -7.3931471e-05 ... -1.8245000e-05
 -1.9248031e-05  1.0745963e-05]",right
"[-7.52719131e-07  6.15435511e-07 -1.53743815e-06 ...  7.12843248e-05
  1.38648247e-04  1.17466545e-04]",right
"[-0.00141767 -0.00357068 -0.00487557 ... -0.00213273 -0.00338058
 -0.00351993]",right
"[-0.00151868 -0.00188283 -0.00207185 ... -0.0018884  -0.0021025
 -0.00149721]",right
"[-7.1547265e-07  1.3887329e-06 -1.4384439e-06 ...  8.0503099e-07
  1.3998566e-05  2.0017691e-05]",right
"[4.1450503e-06 2.8441678e-05 8.7574717e-06 ... 1.1417142e-06 1.7983553e-05
 2.4717550e-05]",right
"[-9.23263375e-12 -1.15606361e-11  1.01397876e-10 ... -1.67232101e-05
 -1.55593607e-05 -1.60575073e-05]",right
[0.00072775 0.00079647 0.00063178 ... 0.0001264  0.00015733 0.00019757],right
"[-2.0577993e-06 -2.9114588e-06  2.2636832e-05 ...  6.1585138e-06
 -4.4922999e-05 -4.5821729e-05]",right
"[-0.00361745 -0.00707454 -0.00789124 ... -0.00345737 -0.0031407
 -0.00262069]",right
"[-0.01390288 -0.02537634 -0.02192407 ... -0.00018528  0.00045065
  0.0016247 ]",right
"[1.6104023e-03 2.6789950e-03 2.2487529e-03 ... 9.6937853e-05 7.5308612e-04
 1.1556757e-03]",right
"[ 5.5062006e-05  4.7199841e-04  8.0246304e-04 ...  6.3858111e-04
 -2.8341924e-04 -1.0468242e-03]",right
"[ 0.00024086  0.00027485  0.00021266 ... -0.00028533 -0.00033173
 -0.00035972]",right
"[-0.00030989 -0.00057066 -0.00065606 ... -0.00144703 -0.00091423
 -0.00032497]",right
"[ 0.00013044  0.00010709  0.00012668 ... -0.00027265 -0.00062698
 -0.0007828 ]",right
"[ 3.3195887e-05  9.2911083e-05  4.4302837e-05 ... -3.8902406e-04
 -1.9845787e-04 -2.1695453e-04]",right
"[-1.1050216e-04 -2.7409996e-04 -3.8154528e-04 ...  7.8005913e-05
 -6.2253891e-04 -6.1108405e-04]",right
"[-0.00010407  0.00154932  0.0056856  ...  0.00529336  0.00774369
  0.00930521]",right
"[ 6.4014675e-05  1.6025030e-04  6.9215283e-05 ... -6.5004380e-05
 -1.0154058e-04 -1.3539023e-04]",right
"[ 4.4860783e-05 -2.0252937e-04 -3.9512140e-04 ... -2.0022606e-04
 -1.7084161e-04 -9.7345794e-05]",right
"[ 3.1955788e-05 -2.6082294e-03 -2.6775957e-03 ...  7.4457540e-04
 -9.0935227e-04 -9.6403254e-04]",right
"[-5.4914392e-05 -6.4280131e-05 -9.3985007e-05 ... -1.1249068e-04
 -1.1074433e-04 -1.2084334e-04]",right
[0.00372423 0.00460703 0.00377175 ... 0.00324763 0.0033401  0.00354606],right
"[-0.00039199 -0.00163938 -0.00293387 ...  0.00115806  0.00231852
  0.00290584]",right
"[ 0.00660983  0.01230152  0.00978149 ... -0.00096206 -0.00177603
 -0.00020852]",right
"[ 2.5263589e-05 -2.0919389e-04 -1.5715513e-04 ... -1.7469469e-04
 -3.5359411e-05  3.5955109e-05]",right
"[-3.4247583e-05 -1.9009362e-04 -1.8270209e-04 ... -2.1866871e-04
 -2.5297070e-04 -2.6970680e-04]",right
"[-0.00460723 -0.00455055 -0.00327511 ... -0.00282591 -0.00312447
 -0.00366029]",right
"[-0.00215944 -0.00576227 -0.00871003 ... -0.00100803 -0.00096213
 -0.0008332 ]",right
"[-0.0003728   0.00270787  0.00234433 ... -0.0019879  -0.00130729
 -0.00069817]",right
"[-0.00022439 -0.00066309 -0.00103402 ... -0.00111717 -0.00134711
 -0.00130801]",right
"[-0.00036379 -0.00183728 -0.00238088 ... -0.00209282 -0.00335898
 -0.00356153]",right
"[-0.01370305 -0.01819651 -0.01547691 ... -0.0417121  -0.04331895
 -0.04306009]",right
"[ 0.05478827  0.08049961  0.07300824 ... -0.0959467  -0.09847301
 -0.10299502]",right
[0.00033654 0.00216716 0.00071351 ... 0.00142897 0.00152812 0.00121406],right
"[ 0.00258924  0.00349136  0.00301388 ...  0.00152554  0.00053359
 -0.00048109]",right
"[-1.1498556e-06 -1.0205371e-06  3.6455770e-06 ...  1.4646014e-05
  6.8277482e-06  4.4475229e-07]",right
"[-3.5725247e-07 -5.0911593e-05 -6.0542661e-05 ...  5.1264837e-05
  4.1557487e-05  5.1225390e-05]",right
"[-2.7465549e-05 -6.0856481e-05 -4.6039335e-05 ...  1.4779481e-05
  3.5875803e-06 -8.7674189e-06]",right
"[3.2357500e-05 2.7681774e-04 1.0871431e-03 ... 4.5958807e-04 3.8623641e-04
 3.7552745e-04]",right
"[-0.00728159 -0.0130862  -0.01209448 ...  0.00458089  0.00370624
  0.00327956]",right
[0.00071382 0.00094953 0.00082093 ... 0.0036654  0.00363221 0.00361264],right
"[-8.4875501e-05 -1.0366608e-04 -3.7912254e-05 ... -7.9140102e-04
 -3.7786897e-04  1.3184428e-04]",right
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.5917716e-05 3.5660883e-05
 3.3451877e-05]",right
"[ 5.3411504e-06 -4.5393208e-05 -7.7055796e-05 ...  7.6686156e-05
 -6.5967920e-06 -6.4695771e-05]",right
"[ 2.3990771e-04  2.0914403e-04  6.6601118e-05 ... -1.4012108e-04
 -4.9140868e-05  1.3905912e-04]",right
[0.00013193 0.00023231 0.00028597 ... 0.0012167  0.00145291 0.00157696],right
"[-0.00105856 -0.00136828 -0.00110584 ...  0.00028351  0.00030256
  0.00027003]",right
"[ 1.4032919e-06  3.5206665e-07 -2.4775345e-06 ... -4.3701899e-04
 -1.6429214e-04  1.8597575e-05]",right
"[ 0.00042797  0.00088626  0.00105457 ... -0.00051289 -0.00041654
 -0.00039018]",right
"[ 0.00047214  0.00178378  0.00303659 ... -0.0010772  -0.00119981
 -0.00138016]",right
[0.0036153  0.00492457 0.00444015 ... 0.00292033 0.00274069 0.00302558],right
"[ 1.1253688e-04  7.6805102e-04  1.1063105e-03 ... -1.1308423e-04
  2.9964862e-05  5.8730166e-05]",right
"[-0.00027704 -0.00052517 -0.00071965 ... -0.00026575 -0.00026567
 -0.00014978]",right
[0.00673679 0.01219989 0.01180658 ... 0.0018325  0.00222748 0.00255989],right
"[-3.24391613e-06 -1.00672776e-04 -1.23714271e-04 ...  3.17002196e-06
 -2.81846610e-06  9.23984135e-06]",right
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.2370047e-06
  2.1450039e-07 -2.7640017e-06]",right
"[ 3.8826560e-09  1.5381062e-08  2.2646665e-08 ... -8.5038681e-07
  3.7629505e-07 -7.6213149e-07]",right
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.5091478e-08
 -3.7880935e-07 -3.1314065e-07]",right
[0.00016354 0.00031824 0.00037808 ... 0.00013131 0.00012802 0.00013236],right
"[ 2.5008587e-05  1.7127697e-04  2.4980612e-04 ... -1.1542122e-04
 -8.7466266e-05 -4.4652417e-05]",right
"[ 0.00090082  0.00111733  0.00081298 ... -0.00057756 -0.00054541
 -0.00047798]",right
"[ 0.00015158  0.00071574  0.00096926 ... -0.00148106 -0.00136188
 -0.00130923]",right
"[ 0.00909192  0.01312273  0.01380115 ... -0.0099205   0.00169703
  0.01567964]",right
"[-1.4217757e-04  1.6971584e-04  3.6516367e-04 ... -7.3508323e-05
 -1.8916219e-04 -3.0905753e-04]",right
[0.00431743 0.00657056 0.00753605 ... 0.00311825 0.00288541 0.00261556],right
"[-3.3521079e-04  3.1110120e-04  8.4845454e-04 ... -2.9257973e-04
 -2.0290335e-04 -1.4619329e-05]",right
"[-5.3258063e-05 -8.6007625e-05 -1.3179556e-04 ... -3.6719380e-04
 -3.5035334e-04 -3.7721344e-04]",right
"[ 0.00074198  0.00086771  0.00117155 ... -0.00142946 -0.00138801
 -0.00137678]",right
"[ 0.00646963  0.01093446  0.00978416 ... -0.00230884 -0.00258025
 -0.00242489]",right
"[-0.00141325 -0.00315924 -0.00293688 ...  0.00051437  0.00041168
  0.00077301]",right
"[-0.00177071 -0.00287002 -0.0032388  ... -0.00494927 -0.00434897
 -0.00399173]",right
"[-0.01578251 -0.02248777 -0.01946078 ...  0.00673766  0.00689829
  0.0068026 ]",right
"[ 0.00028553  0.00013629 -0.00085538 ... -0.00587676 -0.00384486
 -0.00086562]",right
[0.00063895 0.00133419 0.00171399 ... 0.00050157 0.00039895 0.00037811],right
"[-5.7759469e-05  3.6513468e-04  6.6363072e-04 ... -8.5936906e-04
 -8.1446901e-04 -6.6581147e-04]",right
"[ 0.02153086  0.02879455  0.02474538 ... -0.01195818 -0.01808826
 -0.01332557]",right
"[ 3.2495307e-05 -7.1634349e-05 -1.0460966e-04 ... -1.6903330e-04
  8.8951914e-05 -3.3147779e-05]",right
"[-0.0002248   0.0066797   0.00838061 ...  0.00341045  0.00101418
 -0.00305666]",right
"[-2.9138058e-05 -3.4232969e-05 -7.6607239e-06 ...  1.6790696e-03
  1.5961007e-03  1.4599739e-03]",right
"[ 9.5694895e-07 -9.6410758e-08 -2.9184589e-06 ...  2.0331156e-06
 -3.0140970e-06 -9.3421426e-07]",right
"[-0.02298972 -0.04215066 -0.03996045 ...  0.0110806   0.01246789
  0.01112064]",right
"[ 0.00085653  0.00047401 -0.00013016 ... -0.01112404 -0.0122376
 -0.01272983]",right
"[-6.2145235e-04 -9.2233421e-04 -8.8857306e-04 ... -1.7120652e-05
  7.0468755e-04  1.3235928e-03]",right
"[-4.5397865e-05 -4.4941080e-05  8.9695401e-05 ... -1.8745649e-04
 -1.4802231e-04 -1.8572995e-04]",right
"[-2.7612928e-06 -2.7937713e-05 -1.4765827e-05 ...  1.1634937e-03
  1.3418967e-03  8.8130520e-04]",right
"[2.7424380e-06 5.0532522e-05 6.8164874e-05 ... 9.1603060e-06 1.7368651e-05
 1.3958262e-05]",right
[0.00031457 0.00033188 0.00016043 ... 0.0019662  0.00201135 0.00206386],right
"[-0.00048586 -0.0014591  -0.00173635 ...  0.00018952  0.00049592
  0.00113988]",right
"[ 2.8728649e-05  3.7399514e-05 -8.6252985e-06 ...  1.6559435e-06
 -2.5708389e-06 -4.7930343e-06]",right
"[ 0.00053159  0.0009131   0.00110263 ... -0.00026643 -0.00023796
 -0.00026379]",right
[0.00080664 0.00157911 0.00160363 ... 0.00242351 0.00276148 0.00277857],right
"[-1.1642887e-06 -8.6008299e-08  1.6993321e-06 ...  5.7859493e-06
  1.9540851e-06  8.0586533e-06]",right
"[-5.3631589e-05 -6.5534572e-05 -5.5707838e-05 ... -4.4428587e-02
 -6.0178421e-02 -7.2029583e-02]",right
"[-1.1205784e-04 -1.6062614e-04 -1.1940999e-04 ... -1.2544147e-04
 -1.2796755e-04 -9.7386728e-05]",right
"[-1.2834424e-04 -2.8135013e-04 -3.4092565e-04 ...  2.3801005e-04
 -8.1210594e-05 -3.5276214e-04]",right
"[-2.9190862e-05 -5.6716428e-05 -6.0893566e-05 ...  1.6738654e-03
  1.7290639e-03  2.5022256e-03]",right
"[-2.8594028e-05 -5.8280952e-05 -5.9522084e-05 ...  6.6183670e-03
  6.4012343e-03  6.7451955e-03]",right
"[ 1.1668282e-05  1.1447464e-05  9.4525240e-06 ... -3.0080811e-05
 -2.4649245e-05 -1.8215589e-05]",right
"[9.1363336e-06 1.1293745e-05 1.1143442e-05 ... 6.2482746e-07 7.5970788e-06
 5.4923657e-06]",right
